YEAR,DATE,TIME,STREET1,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,PASSENGER,SPEEDING,REDLIGHT,ALCOHOL,DISABILITY,DIVISION,Record_ID
2019,2019/07/08,1040,BLACK CREEK DR,Major Arterial,Etobicoke York,43.704878,-79.494052,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,50 to 54,Major,False,False,False,True,True,True,False,False,False,False,D12,15255
2018,2018/11/05,1855,DUFFERIN ST,Major Arterial,North York,43.703753,-79.452434,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,True,False,True,False,False,False,False,False,False,False,D13,15256
2019,2019/03/13,555,STEELES AVE E,Minor Arterial,Scarborough,43.845545,-79.211932,Mid-Block,Non Intersection,No Control,Clear,Dark,Ice,Non-Fatal Injury,Approaching,Passenger,40 to 44,Minimal,False,False,True,False,False,True,True,False,False,False,D42,15257
2018,2018/12/01,1555,BIRCHMOUNT RD,Minor Arterial,Scarborough,43.721755,-79.274471,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minor,False,False,True,False,False,True,True,False,False,False,D41,15258
2019,2019/06/06,1550,3 DREWRY AVE,Minor Arterial,North York,43.786997,-79.417323,Intersection,At/Near Private Drive,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,True,False,True,False,False,False,False,False,False,False,D32,15259
2019,2019/01/15,555,155 UNIVERSITY AVE,Major Arterial,Toronto and East York,43.648467,-79.38531,Mid-Block,Laneway,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,True,False,False,False,True,False,False,False,False,False,D52,15260
2019,2019/08/05,41,PARLIAMENT ST,Minor Arterial,Toronto and East York,43.656871,-79.364963,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Minor,False,False,True,False,False,True,True,True,False,False,D51,15261
2018,2018/10/01,622,THE QUEENSWAY,Major Arterial,Toronto and East York,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,None,True,False,False,False,False,False,False,False,False,False,D11,15262
2019,2019/04/19,2145,LAKE SHORE BLVD W,Major Arterial,Toronto and East York,43.633269,-79.43452,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,True,False,False,D14,15263
2019,2019/07/08,1040,BLACK CREEK DR,Major Arterial,Etobicoke York,43.704878,-79.494052,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Passenger,20 to 24,Major,False,False,False,True,True,True,False,False,False,False,D12,15264
2018,2018/11/05,1855,DUFFERIN ST,Major Arterial,North York,43.703753,-79.452434,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D13,15265
2019,2019/03/13,555,STEELES AVE E,Minor Arterial,Scarborough,43.845545,-79.211932,Mid-Block,Non Intersection,No Control,Clear,Dark,Ice,Non-Fatal Injury,Approaching,Passenger,50 to 54,Major,False,False,True,False,False,True,True,False,False,False,D42,15266
2018,2018/12/01,1555,BIRCHMOUNT RD,Minor Arterial,Scarborough,43.721755,-79.274471,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,False,False,True,False,False,True,True,False,False,False,D41,15267
2019,2019/01/16,1303,ALLEN X S LAWRENCE E RAMP,Major Arterial,North York,43.715869,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,True,False,False,False,True,False,False,False,False,False,D13,15268
2019,2019/08/05,41,PARLIAMENT ST,Minor Arterial,Toronto and East York,43.656871,-79.364963,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,False,False,True,False,False,True,True,True,False,False,D51,15269
2018,2018/10/01,622,THE QUEENSWAY,Major Arterial,Toronto and East York,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,True,False,False,False,False,False,False,False,False,False,D11,15270
2019,2019/04/21,108,F G GARDINER XY  W,Expressway,Etobicoke York,43.622428,-79.503055,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,20 to 24,None,False,False,True,False,False,True,True,False,False,False,D22,15271
2019,2019/07/10,1221,1 YORK GATE BLVD,Minor Arterial,North York,43.758837,-79.52151,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Major,True,False,True,False,False,False,False,False,False,False,D31,15272
2018,2018/11/06,2315,STEELES AVE W,Major Arterial,North York,43.784629,-79.481014,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,False,True,True,False,False,False,False,False,False,False,D32,15273
2019,2019/06/06,2124,SHEPPARD AVE W,Major Arterial,North York,43.753451,-79.448031,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,False,False,True,True,False,False,False,True,False,False,D32,15274
2019,2019/03/13,555,STEELES AVE E,Minor Arterial,Scarborough,43.845545,-79.211932,Mid-Block,Non Intersection,No Control,Clear,Dark,Ice,Non-Fatal Injury,Approaching,Passenger,50 to 54,Minor,False,False,True,False,False,True,True,False,False,False,D42,15275
2018,2018/12/04,1932,MIDLAND AVE,Major Arterial,Scarborough,43.758383,-79.267612,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,None,True,False,True,False,False,False,False,False,False,False,D41,15276
2019,2019/08/05,41,PARLIAMENT ST,Minor Arterial,Toronto and East York,43.656871,-79.364963,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,False,False,True,False,False,True,True,True,False,False,D51,15277
2019,2019/01/16,1303,ALLEN X S LAWRENCE E RAMP,Major Arterial,North York,43.715869,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,True,False,False,False,True,False,False,False,False,False,D13,15278
2018,2018/10/04,700,DUNDAS ST E,Minor Arterial,Toronto and East York,43.66408,-79.343036,Mid-Block,Non Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,False,True,True,False,False,False,False,False,False,False,D55,15279
2019,2019/01/16,1332,2350 DUFFERIN ST,Major Arterial,Toronto and East York,43.69525,-79.450084,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,True,False,False,False,True,False,False,False,False,False,D13,15280
2019,2019/04/21,108,F G GARDINER XY  W,Expressway,Etobicoke York,43.622428,-79.503055,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,15 to 19,Major,False,False,True,False,False,True,True,False,False,False,D22,15281
2019,2019/07/10,1221,1 YORK GATE BLVD,Minor Arterial,North York,43.758837,-79.52151,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,True,False,True,False,False,False,False,False,False,False,D31,15282
2018,2018/11/06,2315,STEELES AVE W,Major Arterial,North York,43.784629,-79.481014,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,False,True,True,False,False,False,False,False,False,False,D32,15283
2019,2019/03/13,915,ROYAL YORK RD,Minor Arterial,Etobicoke York,43.653449,-79.514003,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Minor,False,False,True,False,False,False,False,False,False,False,D22,15284
2018,2018/12/04,1932,MIDLAND AVE,Major Arterial,Scarborough,43.758383,-79.267612,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,True,False,True,False,False,False,False,False,False,False,D41,15285
2018,2018/10/04,700,DUNDAS ST E,Minor Arterial,Toronto and East York,43.66408,-79.343036,Mid-Block,Non Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,True,False,False,False,False,False,False,False,D55,15286
2019,2019/08/05,41,PARLIAMENT ST,Minor Arterial,Toronto and East York,43.656871,-79.364963,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Other,unknown,Other,False,False,True,False,False,True,True,True,False,False,D51,15287
2018,2018/12/07,27,BAYVIEW AVE,Major Arterial,North York,43.782843,-79.391666,Intersection,At Intersection,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,False,False,True,False,False,False,False,False,False,False,D33,15288
2019,2019/04/21,108,F G GARDINER XY  W,Expressway,Etobicoke York,43.622428,-79.503055,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,15 to 19,Minimal,False,False,True,False,False,True,True,False,False,False,D22,15289
2018,2018/11/07,1850,MIDDLEFIELD RD,Minor Arterial,Scarborough,43.811759,-79.258502,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,True,False,True,False,False,False,False,False,False,False,D42,15290
2019,2019/03/13,915,ROYAL YORK RD,Minor Arterial,Etobicoke York,43.653449,-79.514003,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,15 to 19,None,False,False,True,False,False,False,False,False,False,False,D22,15291
2018,2018/10/04,1630,5690 STEELES AVE W,Major Arterial,Etobicoke York,43.767333,-79.560573,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,55 to 59,None,True,False,False,False,True,False,False,False,False,False,D31,15292
2019,2019/07/10,1221,1 YORK GATE BLVD,Minor Arterial,North York,43.758837,-79.52151,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,True,False,True,False,False,False,False,False,False,False,D31,15293
2019,2019/08/05,1645,STEELES AVE E,Major Arterial,North York,43.807639,-79.376056,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,40 to 44,Minimal,False,False,True,True,False,False,True,False,False,False,D33,15294
2019,2019/01/16,1332,2350 DUFFERIN ST,Major Arterial,Toronto and East York,43.69525,-79.450084,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,True,False,False,False,True,False,False,False,False,False,D13,15295
2019,2019/06/06,2124,SHEPPARD AVE W,Major Arterial,North York,43.753451,-79.448031,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,85 to 89,Minimal,False,False,True,True,False,False,False,True,False,False,D32,15296
2018,2018/12/07,27,BAYVIEW AVE,Major Arterial,North York,43.782843,-79.391666,Intersection,At Intersection,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,20 to 24,Minor,False,False,True,False,False,False,False,False,False,False,D33,15297
2019,2019/04/21,108,F G GARDINER XY  W,Expressway,Etobicoke York,43.622428,-79.503055,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,15 to 19,Major,False,False,True,False,False,True,True,False,False,False,D22,15298
2018,2018/11/07,1850,MIDDLEFIELD RD,Minor Arterial,Scarborough,43.811759,-79.258502,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D42,15299
2019,2019/03/13,915,ROYAL YORK RD,Minor Arterial,Etobicoke York,43.653449,-79.514003,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,Major,False,False,True,False,False,False,False,False,False,False,D22,15300
2018,2018/10/04,1630,5690 STEELES AVE W,Major Arterial,Etobicoke York,43.767333,-79.560573,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,False,False,True,False,False,False,False,False,D31,15301
2019,2019/08/05,1645,STEELES AVE E,Major Arterial,North York,43.807639,-79.376056,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,25 to 29,Fatal,False,False,True,True,False,False,True,False,False,False,D33,15302
2019,2019/01/17,1900,DANFORTH RD,Minor Arterial,Scarborough,43.694689,-79.27637,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,True,False,True,False,False,False,False,False,False,False,D41,15303
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,Toronto and East York,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,True,False,True,False,False,True,False,False,False,False,D55,15304
2018,2018/12/07,27,BAYVIEW AVE,Major Arterial,North York,43.782843,-79.391666,Intersection,At Intersection,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,None,False,False,True,False,False,False,False,False,False,False,D33,15305
2019,2019/04/23,552,DANFORTH AVE,Major Arterial,Toronto and East York,43.690436,-79.291484,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,False,False,True,True,False,False,False,False,False,False,D55,15306
2018,2018/11/08,1400,LA ROSE AVE,Minor Arterial,Etobicoke York,43.684085,-79.52737,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,False,False,False,False,False,D23,15307
2019,2019/07/12,1415,DUFFERIN ST,Major Arterial,North York,43.78377,-79.470104,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,True,False,True,False,False,False,False,False,False,False,D32,15308
2019,2019/03/13,1650,BAY ST,Major Arterial,Toronto and East York,43.651099,-79.38129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,True,False,False,False,False,False,False,False,False,False,D52,15309
2018,2018/10/05,1515,GERRARD ST E,Minor Arterial,Toronto and East York,43.675326,-79.320293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,None,False,False,True,False,False,True,True,False,False,False,D55,15310
2019,2019/01/17,1900,DANFORTH RD,Minor Arterial,Scarborough,43.694689,-79.27637,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D41,15311
2018,2018/12/07,300,758 QUEEN ST E,Minor Arterial,Toronto and East York,43.659239,-79.347896,Mid-Block,Non Intersection,No Control,Drifting Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,False,True,True,False,False,False,False,False,False,False,D55,15312
2019,2019/08/05,2220,VICTORIA PARK AVE,Major Arterial,Scarborough,43.747023,-79.311496,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,20 to 24,Major,False,False,True,True,False,False,True,False,False,False,D41,15313
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,Toronto and East York,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,None,True,False,True,False,False,True,False,False,False,False,D55,15314
2019,2019/04/23,552,DANFORTH AVE,Major Arterial,Toronto and East York,43.690436,-79.291484,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,False,False,True,True,False,False,False,False,False,False,D55,15315
2019,2019/08/05,2220,VICTORIA PARK AVE,Major Arterial,Scarborough,43.747023,-79.311496,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,None,False,False,True,True,False,False,True,False,False,False,D41,15316
2018,2018/12/07,300,758 QUEEN ST E,Minor Arterial,Toronto and East York,43.659239,-79.347896,Mid-Block,Non Intersection,No Control,Drifting Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,False,True,True,False,False,False,False,False,False,False,D55,15317
2018,2018/11/08,1400,LA ROSE AVE,Minor Arterial,Etobicoke York,43.684085,-79.52737,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,True,False,True,False,False,False,False,False,False,False,D23,15318
2019,2019/07/12,1415,DUFFERIN ST,Major Arterial,North York,43.78377,-79.470104,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,True,False,True,False,False,False,False,False,False,False,D32,15319
2019,2019/03/13,1650,BAY ST,Major Arterial,Toronto and East York,43.651099,-79.38129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,False,False,False,False,False,False,False,False,D52,15320
2018,2018/10/05,1515,GERRARD ST E,Minor Arterial,Toronto and East York,43.675326,-79.320293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,False,False,True,False,False,True,True,False,False,False,D55,15321
2019,2019/01/17,2122,LENNOX  ST,Major Arterial,Toronto and East York,43.663756,-79.410678,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,True,False,False,False,True,False,False,False,False,False,D14,15322
2019,2019/04/23,1632,COMRIE TER,Collector,Scarborough,43.727519,-79.241809,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,D43,15323
2019,2019/07/12,1820,114 TORYORK DR,Collector,Etobicoke York,43.756449,-79.551196,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,None,False,False,True,True,False,False,False,False,False,False,D31,15324
2019,2019/06/07,1925,DANFORTH AVE,Major Arterial,Toronto and East York,43.683478,-79.322536,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,True,False,True,False,False,True,False,False,False,False,D55,15325
2018,2018/10/05,1852,708 SCARLETT RD,Major Arterial,Etobicoke York,43.695372,-79.520099,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,45 to 49,None,False,False,True,True,False,False,False,False,False,False,D23,15326
2019,2019/01/17,2122,LENNOX  ST,Major Arterial,Toronto and East York,43.663756,-79.410678,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,True,False,False,False,True,False,False,False,False,False,D14,15327
2019,2019/04/23,1632,COMRIE TER,Collector,Scarborough,43.727519,-79.241809,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,True,False,True,False,False,False,False,False,False,False,D43,15328
2019,2019/07/12,1820,114 TORYORK DR,Collector,Etobicoke York,43.756449,-79.551196,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,False,False,True,True,False,False,False,False,False,False,D31,15329
2018,2018/12/07,600,MARTIN GROV RD,Major Arterial,Etobicoke York,43.711745,-79.580135,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,D23,15330
2018,2018/11/08,1900,LOWTHER AVE,Minor Arterial,Toronto and East York,43.668891,-79.404735,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,False,True,True,False,False,False,False,False,False,False,D53,15331
2019,2019/03/13,2128,BATHURST ST,Major Arterial,Toronto and East York,43.652239,-79.405978,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,True,False,True,False,False,False,False,False,False,False,D14,15332
2019,2019/08/09,945,31  FINCH AVE E,Major Arterial,North York,43.780196,-79.413219,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,True,False,True,False,False,False,False,False,False,False,D32,15333
2018,2018/10/05,1852,708 SCARLETT RD,Major Arterial,Etobicoke York,43.695372,-79.520099,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,45 to 49,Fatal,False,False,True,True,False,False,False,False,False,False,D23,15334
2018,2018/12/07,600,MARTIN GROV RD,Major Arterial,Etobicoke York,43.711745,-79.580135,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,False,False,D23,15335
2019,2019/07/14,1309,LAWRENCE AVE E,Major Arterial,Scarborough,43.742572,-79.307369,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Motorcycle Driver,25 to 29,Major,False,False,True,True,False,True,True,False,False,False,D41,15336
2018,2018/11/08,1900,LOWTHER AVE,Minor Arterial,Toronto and East York,43.668891,-79.404735,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,False,True,True,False,False,False,False,False,False,False,D53,15337
2018,2018/10/05,1852,708 SCARLETT RD,Major Arterial,Etobicoke York,43.695372,-79.520099,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,55 to 59,None,False,False,True,True,False,False,False,False,False,False,D23,15338
2019,2019/08/09,945,31  FINCH AVE E,Major Arterial,North York,43.780196,-79.413219,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,Minor,True,False,True,False,False,False,False,False,False,False,D32,15339
2019,2019/01/19,530,MILLWOOD RD,Major Arterial,North York,43.702204,-79.359363,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,20 to 24,Fatal,False,False,True,False,False,True,True,False,False,False,D53,15340
2019,2019/04/24,1005,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.654719,-79.388271,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,True,False,True,False,False,False,False,False,False,False,D52,15341
2018,2018/12/07,1520,1750 MIDLAND AVE,Major Arterial,Scarborough,43.761187,-79.268703,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,False,False,True,False,False,True,False,False,False,False,D41,15342
2019,2019/07/14,1309,LAWRENCE AVE E,Major Arterial,Scarborough,43.742572,-79.307369,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,None,False,False,True,True,False,True,True,False,False,False,D41,15343
2018,2018/11/09,650,ELLESMERE RD,Major Arterial,Scarborough,43.763205,-79.291911,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,True,False,True,False,False,False,False,False,False,False,D41,15344
2019,2019/06/07,2018,FINCH AVE W,Major Arterial,Etobicoke York,43.749873,-79.552272,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,True,False,True,False,False,False,False,False,False,False,D31,15345
2019,2019/03/13,2128,BATHURST ST,Major Arterial,Toronto and East York,43.652239,-79.405978,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,True,False,True,False,False,False,False,False,False,False,D14,15346
2018,2018/10/06,125,LAWRENCE AVE E,Collector,Scarborough,43.780631,-79.131595,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,False,False,True,False,False,True,True,False,False,False,D43,15347
2019,2019/01/19,530,MILLWOOD RD,Major Arterial,North York,43.702204,-79.359363,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,20 to 24,None,False,False,True,False,False,True,True,False,False,False,D53,15348
2019,2019/04/24,1005,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.654719,-79.388271,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D52,15349
2018,2018/11/09,650,ELLESMERE RD,Major Arterial,Scarborough,43.763205,-79.291911,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Major,True,False,True,False,False,False,False,False,False,False,D41,15350
2019,2019/07/14,1309,LAWRENCE AVE E,Major Arterial,Scarborough,43.742572,-79.307369,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Passenger,35 to 39,None,False,False,True,True,False,True,True,False,False,False,D41,15351
2018,2018/11/09,650,ELLESMERE RD,Major Arterial,Scarborough,43.763205,-79.291911,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,Minor,True,False,True,False,False,False,False,False,False,False,D41,15352
